1399503519,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503520,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503521,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503522,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503523,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503524,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503525,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503526,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503527,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503528,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503529,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503530,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503531,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503532,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503533,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503534,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503535,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503536,"And good evening. Iêm David Gregory. Welcome to the Maryland Gubernatorial Debate among the Democratic candidates, Lieutenant Government Anthony Brown, Delegate Heather Mizeur and Attorney General Doug Gansler by the University of Maryland, NBC-4 and Bowie State University."
1399503537,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503538,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503539,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503540,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503541,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503542,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503543,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503544,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503545,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503546,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503547,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503548,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503549,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503550,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503551,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503552,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503553,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503554,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503555,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503556,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503557,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503558,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503559,"This debate is also airing on WAG in Hagerstown, Maryland, Public-- Maryland Public Television and streaming live on NBCWashington.com. I wanna begin by quickly going over the rules of tonightês debate, their rules, the candidatesê debate. The debate will last one hour. Weêll begin with one-minute long opening statements from each candidate. The order has already been determined during a random drawing."
1399503560,"Then our panelists and I will pose questions directly to the candidate, these are questions determined by NBC News and-- and NBC-4. The panelists have not reviewed-- the questions, not has the University of Maryland. I am also in the role of time-- the role of time keeper here, Iêve got so many accouterments to help me measure the time, so Iêll be keeping everybody to time."
1399503561,"Then our panelists and I will pose questions directly to the candidate, these are questions determined by NBC News and-- and NBC-4. The panelists have not reviewed-- the questions, not has the University of Maryland. I am also in the role of time-- the role of time keeper here, Iêve got so many accouterments to help me measure the time, so Iêll be keeping everybody to time."
1399503562,"Then our panelists and I will pose questions directly to the candidate, these are questions determined by NBC News and-- and NBC-4. The panelists have not reviewed-- the questions, not has the University of Maryland. I am also in the role of time-- the role of time keeper here, Iêve got so many accouterments to help me measure the time, so Iêll be keeping everybody to time."
1399503563,"Then our panelists and I will pose questions directly to the candidate, these are questions determined by NBC News and-- and NBC-4. The panelists have not reviewed-- the questions, not has the University of Maryland. I am also in the role of time-- the role of time keeper here, Iêve got so many accouterments to help me measure the time, so Iêll be keeping everybody to time."
