
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""6d108d9d-97c8-4608-a80c-c17da134bdda"",""client_timestamp"":1399502891261,""server_timestamp"":1399502892055}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""e1ab3bcd-762a-4395-bf27-ec6e86e2cead"",""client_timestamp"":1399503222991,""server_timestamp"":1399503222475}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""f0d1c48a-ee4b-4747-b9eb-d47586a444ea"",""client_timestamp"":1399503583485,""server_timestamp"":1399503554151}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""7ca1451d-a242-4178-90d7-fd6834c6d078"",""client_timestamp"":1399503849650,""server_timestamp"":1399503849580}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""555a213b-0de5-4cec-b9e7-5fac5e5b1d46"",""client_timestamp"":1399503969847,""server_timestamp"":1399503971413}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""5e035116-8f6e-402a-a13c-d460aabb7d64"",""client_timestamp"":1399503974160,""server_timestamp"":1399503976261}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""e272b719-def3-4173-89b3-1d62ddd517cc"",""client_timestamp"":1399503980146,""server_timestamp"":1399503980235}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""3cba773d-0db9-4f2f-a997-288dd9f42084"",""client_timestamp"":1399503970273,""server_timestamp"":1399503991818}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""f0d1c48a-ee4b-4747-b9eb-d47586a444ea"",""client_timestamp"":1399504024783,""server_timestamp"":1399503995399}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""27edb42c-7b8c-4784-8d08-d39532cc2fb4"",""client_timestamp"":1399504004743,""server_timestamp"":1399504004818}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""8f075ebf-4801-446b-9b6e-3157d7aea01f"",""client_timestamp"":1399504011016,""server_timestamp"":1399504011096}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""7ca1451d-a242-4178-90d7-fd6834c6d078"",""client_timestamp"":1399504022574,""server_timestamp"":1399504022515}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""0d52d50e-001f-4878-8886-a9fbe94182df"",""client_timestamp"":1399504028909,""server_timestamp"":1399504025693}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""f05ddf51-94c1-48ec-a7f2-74bed11944e1"",""client_timestamp"":1399504033118,""server_timestamp"":1399504032969}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""2c43a6ce-e9b7-4ac8-94e1-0604ca6d73fe"",""client_timestamp"":1399504188983,""server_timestamp"":1399504189816}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""3e3f5a6b-1fba-4b53-b879-a88aa1cb89f6"",""client_timestamp"":1399504208425,""server_timestamp"":1399504209428}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""f0d1c48a-ee4b-4747-b9eb-d47586a444ea"",""client_timestamp"":1399504239624,""server_timestamp"":1399504210304}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""48e9fba1-2a94-4fad-972e-9e2897135f64"",""client_timestamp"":1399504185818,""server_timestamp"":1399504214619}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""f0d1c48a-ee4b-4747-b9eb-d47586a444ea"",""client_timestamp"":1399504244369,""server_timestamp"":1399504214988}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""6006c665-9c5e-4b73-b08a-e83dc4ccaa16"",""client_timestamp"":1399504213788,""server_timestamp"":1399504216666}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""6c9e317a-7dd7-466f-9121-59f5a1aa950d"",""client_timestamp"":1399504218594,""server_timestamp"":1399504217302}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""ef4d7e0d-c537-4751-ab7d-d393f549b600"",""client_timestamp"":1399504414748,""server_timestamp"":1399504217526}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""3cba773d-0db9-4f2f-a997-288dd9f42084"",""client_timestamp"":1399504196428,""server_timestamp"":1399504218014}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""697cf027-2f9a-412a-8f11-8c65137325d5"",""client_timestamp"":1399504218674,""server_timestamp"":1399504218646}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""e1ab3bcd-762a-4395-bf27-ec6e86e2cead"",""client_timestamp"":1399504219111,""server_timestamp"":1399504219155}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""6a6d46bc-8b62-49b4-b087-f9fbb352ac47"",""client_timestamp"":1399504218021,""server_timestamp"":1399504219530}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""753ebb54-39ce-4027-b936-b841b08cb021"",""client_timestamp"":1399504220253,""server_timestamp"":1399504220737}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""dc629055-f23c-433f-8e6e-075c4920b2aa"",""client_timestamp"":1399504222231,""server_timestamp"":1399504222279}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""48e9a51b-2d5d-4c50-93c8-9d5162740ef5"",""client_timestamp"":1399504226766,""server_timestamp"":1399504225704}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""e1ab3bcd-762a-4395-bf27-ec6e86e2cead"",""client_timestamp"":1399504228120,""server_timestamp"":1399504228132}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""6c9e317a-7dd7-466f-9121-59f5a1aa950d"",""client_timestamp"":1399504231582,""server_timestamp"":1399504230199}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""60d75ae1-0892-46a7-946e-918d0e16d6f2"",""client_timestamp"":1399504230808,""server_timestamp"":1399504231298}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""3cba773d-0db9-4f2f-a997-288dd9f42084"",""client_timestamp"":1399504211099,""server_timestamp"":1399504232632}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""79855ace-21ed-4e01-a789-b234ce1e0ab6"",""client_timestamp"":1399504231743,""server_timestamp"":1399504233409}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""09f27c08-dba2-415b-97fc-e5fc33026acc"",""client_timestamp"":1399504235466,""server_timestamp"":1399504237300}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""15956f52-9ec9-4769-a6b1-2e34cbdc185b"",""client_timestamp"":1399504238603,""server_timestamp"":1399504238507}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""6c9e317a-7dd7-466f-9121-59f5a1aa950d"",""client_timestamp"":1399504240278,""server_timestamp"":1399504238884}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""965430b6-26a7-48f6-9676-6a20c9328ea7"",""client_timestamp"":1399504237650,""server_timestamp"":1399504239010}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""6a6d46bc-8b62-49b4-b087-f9fbb352ac47"",""client_timestamp"":1399504237634,""server_timestamp"":1399504239070}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""3cba773d-0db9-4f2f-a997-288dd9f42084"",""client_timestamp"":1399504217881,""server_timestamp"":1399504239402}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""a3d58d6c-a8cf-40f9-805e-b26758acf977"",""client_timestamp"":1399504239257,""server_timestamp"":1399504239612}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""48e9fba1-2a94-4fad-972e-9e2897135f64"",""client_timestamp"":1399504211426,""server_timestamp"":1399504240200}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""6006c665-9c5e-4b73-b08a-e83dc4ccaa16"",""client_timestamp"":1399504237674,""server_timestamp"":1399504240504}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""965430b6-26a7-48f6-9676-6a20c9328ea7"",""client_timestamp"":1399504240671,""server_timestamp"":1399504241796}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""139f1659-9cae-4f4a-bada-d5438a39a676"",""client_timestamp"":1399504242518,""server_timestamp"":1399504242562}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""15956f52-9ec9-4769-a6b1-2e34cbdc185b"",""client_timestamp"":1399504243899,""server_timestamp"":1399504243757}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""09f27c08-dba2-415b-97fc-e5fc33026acc"",""client_timestamp"":1399504242885,""server_timestamp"":1399504244655}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""965430b6-26a7-48f6-9676-6a20c9328ea7"",""client_timestamp"":1399504243619,""server_timestamp"":1399504244735}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""6c9e317a-7dd7-466f-9121-59f5a1aa950d"",""client_timestamp"":1399504250532,""server_timestamp"":1399504249135}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""6006c665-9c5e-4b73-b08a-e83dc4ccaa16"",""client_timestamp"":1399504246339,""server_timestamp"":1399504249167}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""ef4d7e0d-c537-4751-ab7d-d393f549b600"",""client_timestamp"":1399504448763,""server_timestamp"":1399504251319}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""84e45efd-0709-476f-ba96-f283de252140"",""client_timestamp"":1399504251356,""server_timestamp"":1399504251477}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""a95b388d-c20f-4445-b522-4a9199ed06cc"",""client_timestamp"":1399504251288,""server_timestamp"":1399504251515}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""27edb42c-7b8c-4784-8d08-d39532cc2fb4"",""client_timestamp"":1399504252218,""server_timestamp"":1399504252267}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""f07d0d5d-f00a-4674-b2b3-ef53a7871c76"",""client_timestamp"":1399504251139,""server_timestamp"":1399504256261}"
"{""event_id"":""a35f9fb0-e5ec-46e4-9cd1-5ecd71698454"",""user_id"":""e1ab3bcd-762a-4395-bf27-ec6e86e2cead"",""client_timestamp"":1399504257087,""server_timestamp"":1399504257099}"
